EAR,MAR,TIME
0.3542648721774687,0.3,21:35:59.270635
0.28692466083251755,0.24661152125560565,21:35:59.450225
0.1850583025494013,0.8333333333333334,21:35:59.630605
0.3155152641273278,0.14120226591665966,21:35:59.830316
0.2592696041471779,0.704737854124365,21:35:56.390359
0.30789793420051914,0.5754848191396408,21:35:56.990559
0.3037520447813713,0.8020752582766184,21:35:57.300345
0.3419233047431396,0.21380711874576983,21:35:57.500742
0.32469733698568576,0.20786893258332634,21:35:57.670608
0.2929443222781326,0.6027587510099406,21:35:57.850691
0.30669465393240036,0.23333333333333334,21:35:58.030719
0.30262177786932865,0.20786893258332634,21:35:58.220835
0.2916496622416307,0.26666666666666666,21:35:58.385394
0.30613028778052365,0.3,21:35:58.550289
0.14093688425881185,0.3720759220056127,21:35:58.719375
0.17669858769440244,0.2720759220056127,21:35:58.890560
0.18867539784560355,0.33333333333333337,21:35:59.060506
0.3542648721774687,0.3,21:35:59.270635
0.28692466083251755,0.24661152125560565,21:35:59.450225
0.1850583025494013,0.8333333333333334,21:35:59.630605
0.3155152641273278,0.14120226591665966,21:35:59.830316
0.30772367608481765,0.13333333333333333,21:36:00.030531
0.2592696041471779,0.704737854124365,21:35:56.390359
0.30789793420051914,0.5754848191396408,21:35:56.990559
0.3037520447813713,0.8020752582766184,21:35:57.300345
0.3419233047431396,0.21380711874576983,21:35:57.500742
0.32469733698568576,0.20786893258332634,21:35:57.670608
0.2929443222781326,0.6027587510099406,21:35:57.850691
0.30669465393240036,0.23333333333333334,21:35:58.030719
0.30262177786932865,0.20786893258332634,21:35:58.220835
0.2916496622416307,0.26666666666666666,21:35:58.385394
0.30613028778052365,0.3,21:35:58.550289
0.14093688425881185,0.3720759220056127,21:35:58.719375
0.17669858769440244,0.2720759220056127,21:35:58.890560
0.18867539784560355,0.33333333333333337,21:35:59.060506
0.3542648721774687,0.3,21:35:59.270635
0.28692466083251755,0.24661152125560565,21:35:59.450225
0.1850583025494013,0.8333333333333334,21:35:59.630605
0.3155152641273278,0.14120226591665966,21:35:59.830316
0.30772367608481765,0.13333333333333333,21:36:00.030531
0.33860987717223223,0.13333333333333333,21:36:00.270662
0.2592696041471779,0.704737854124365,21:35:56.390359
0.30789793420051914,0.5754848191396408,21:35:56.990559
0.3037520447813713,0.8020752582766184,21:35:57.300345
0.3419233047431396,0.21380711874576983,21:35:57.500742
0.32469733698568576,0.20786893258332634,21:35:57.670608
0.2929443222781326,0.6027587510099406,21:35:57.850691
0.30669465393240036,0.23333333333333334,21:35:58.030719
0.30262177786932865,0.20786893258332634,21:35:58.220835
0.2916496622416307,0.26666666666666666,21:35:58.385394
0.30613028778052365,0.3,21:35:58.550289
0.14093688425881185,0.3720759220056127,21:35:58.719375
0.17669858769440244,0.2720759220056127,21:35:58.890560
0.18867539784560355,0.33333333333333337,21:35:59.060506
0.3542648721774687,0.3,21:35:59.270635
0.28692466083251755,0.24661152125560565,21:35:59.450225
0.1850583025494013,0.8333333333333334,21:35:59.630605
0.3155152641273278,0.14120226591665966,21:35:59.830316
0.30772367608481765,0.13333333333333333,21:36:00.030531
0.33860987717223223,0.13333333333333333,21:36:00.270662
0.32941165395464805,0.33874258867227935,21:36:00.671492
0.2592696041471779,0.704737854124365,21:35:56.390359
0.30789793420051914,0.5754848191396408,21:35:56.990559
0.3037520447813713,0.8020752582766184,21:35:57.300345
0.3419233047431396,0.21380711874576983,21:35:57.500742
0.32469733698568576,0.20786893258332634,21:35:57.670608
0.2929443222781326,0.6027587510099406,21:35:57.850691
0.30669465393240036,0.23333333333333334,21:35:58.030719
0.30262177786932865,0.20786893258332634,21:35:58.220835
0.2916496622416307,0.26666666666666666,21:35:58.385394
0.30613028778052365,0.3,21:35:58.550289
0.14093688425881185,0.3720759220056127,21:35:58.719375
0.17669858769440244,0.2720759220056127,21:35:58.890560
0.18867539784560355,0.33333333333333337,21:35:59.060506
0.3542648721774687,0.3,21:35:59.270635
0.28692466083251755,0.24661152125560565,21:35:59.450225
0.1850583025494013,0.8333333333333334,21:35:59.630605
0.3155152641273278,0.14120226591665966,21:35:59.830316
0.30772367608481765,0.13333333333333333,21:36:00.030531
0.33860987717223223,0.13333333333333333,21:36:00.270662
0.32941165395464805,0.33874258867227935,21:36:00.671492
0.2498287084416918,0.8351795046045807,21:36:00.970541
0.2592696041471779,0.704737854124365,21:35:56.390359
0.30789793420051914,0.5754848191396408,21:35:56.990559
0.3037520447813713,0.8020752582766184,21:35:57.300345
0.3419233047431396,0.21380711874576983,21:35:57.500742
0.32469733698568576,0.20786893258332634,21:35:57.670608
0.2929443222781326,0.6027587510099406,21:35:57.850691
0.30669465393240036,0.23333333333333334,21:35:58.030719
0.30262177786932865,0.20786893258332634,21:35:58.220835
0.2916496622416307,0.26666666666666666,21:35:58.385394
0.30613028778052365,0.3,21:35:58.550289
0.14093688425881185,0.3720759220056127,21:35:58.719375
0.17669858769440244,0.2720759220056127,21:35:58.890560
0.18867539784560355,0.33333333333333337,21:35:59.060506
0.3542648721774687,0.3,21:35:59.270635
0.28692466083251755,0.24661152125560565,21:35:59.450225
0.1850583025494013,0.8333333333333334,21:35:59.630605
0.3155152641273278,0.14120226591665966,21:35:59.830316
0.30772367608481765,0.13333333333333333,21:36:00.030531
0.33860987717223223,0.13333333333333333,21:36:00.270662
0.32941165395464805,0.33874258867227935,21:36:00.671492
0.2498287084416918,0.8351795046045807,21:36:00.970541
0.24100221874061648,0.23333333333333334,21:36:01.210365
0.2592696041471779,0.704737854124365,21:35:56.390359
0.30789793420051914,0.5754848191396408,21:35:56.990559
0.3037520447813713,0.8020752582766184,21:35:57.300345
0.3419233047431396,0.21380711874576983,21:35:57.500742
0.32469733698568576,0.20786893258332634,21:35:57.670608
0.2929443222781326,0.6027587510099406,21:35:57.850691
0.30669465393240036,0.23333333333333334,21:35:58.030719
0.30262177786932865,0.20786893258332634,21:35:58.220835
0.2916496622416307,0.26666666666666666,21:35:58.385394
0.30613028778052365,0.3,21:35:58.550289
0.14093688425881185,0.3720759220056127,21:35:58.719375
0.17669858769440244,0.2720759220056127,21:35:58.890560
0.18867539784560355,0.33333333333333337,21:35:59.060506
0.3542648721774687,0.3,21:35:59.270635
0.28692466083251755,0.24661152125560565,21:35:59.450225
0.1850583025494013,0.8333333333333334,21:35:59.630605
0.3155152641273278,0.14120226591665966,21:35:59.830316
0.30772367608481765,0.13333333333333333,21:36:00.030531
0.33860987717223223,0.13333333333333333,21:36:00.270662
0.32941165395464805,0.33874258867227935,21:36:00.671492
0.2498287084416918,0.8351795046045807,21:36:00.970541
0.24100221874061648,0.23333333333333334,21:36:01.210365
0.29244246451054023,0.16666666666666669,21:36:01.420742
0.2592696041471779,0.704737854124365,21:35:56.390359
0.30789793420051914,0.5754848191396408,21:35:56.990559
0.3037520447813713,0.8020752582766184,21:35:57.300345
0.3419233047431396,0.21380711874576983,21:35:57.500742
0.32469733698568576,0.20786893258332634,21:35:57.670608
0.2929443222781326,0.6027587510099406,21:35:57.850691
0.30669465393240036,0.23333333333333334,21:35:58.030719
0.30262177786932865,0.20786893258332634,21:35:58.220835
0.2916496622416307,0.26666666666666666,21:35:58.385394
0.30613028778052365,0.3,21:35:58.550289
0.14093688425881185,0.3720759220056127,21:35:58.719375
0.17669858769440244,0.2720759220056127,21:35:58.890560
0.18867539784560355,0.33333333333333337,21:35:59.060506
0.3542648721774687,0.3,21:35:59.270635
0.28692466083251755,0.24661152125560565,21:35:59.450225
0.1850583025494013,0.8333333333333334,21:35:59.630605
0.3155152641273278,0.14120226591665966,21:35:59.830316
0.30772367608481765,0.13333333333333333,21:36:00.030531
0.33860987717223223,0.13333333333333333,21:36:00.270662
0.32941165395464805,0.33874258867227935,21:36:00.671492
0.2498287084416918,0.8351795046045807,21:36:00.970541
0.24100221874061648,0.23333333333333334,21:36:01.210365
0.29244246451054023,0.16666666666666669,21:36:01.420742
0.2960932840790421,0.2774851773445587,21:36:01.625771
0.2592696041471779,0.704737854124365,21:35:56.390359
0.30789793420051914,0.5754848191396408,21:35:56.990559
0.3037520447813713,0.8020752582766184,21:35:57.300345
0.3419233047431396,0.21380711874576983,21:35:57.500742
0.32469733698568576,0.20786893258332634,21:35:57.670608
0.2929443222781326,0.6027587510099406,21:35:57.850691
0.30669465393240036,0.23333333333333334,21:35:58.030719
0.30262177786932865,0.20786893258332634,21:35:58.220835
0.2916496622416307,0.26666666666666666,21:35:58.385394
0.30613028778052365,0.3,21:35:58.550289
0.14093688425881185,0.3720759220056127,21:35:58.719375
0.17669858769440244,0.2720759220056127,21:35:58.890560
0.18867539784560355,0.33333333333333337,21:35:59.060506
0.3542648721774687,0.3,21:35:59.270635
0.28692466083251755,0.24661152125560565,21:35:59.450225
0.1850583025494013,0.8333333333333334,21:35:59.630605
0.3155152641273278,0.14120226591665966,21:35:59.830316
0.30772367608481765,0.13333333333333333,21:36:00.030531
0.33860987717223223,0.13333333333333333,21:36:00.270662
0.32941165395464805,0.33874258867227935,21:36:00.671492
0.2498287084416918,0.8351795046045807,21:36:00.970541
0.24100221874061648,0.23333333333333334,21:36:01.210365
0.29244246451054023,0.16666666666666669,21:36:01.420742
0.2960932840790421,0.2774851773445587,21:36:01.625771
0.26021877979121866,0.5066013009061856,21:36:01.780376
0.2592696041471779,0.704737854124365,21:35:56.390359
0.30789793420051914,0.5754848191396408,21:35:56.990559
0.3037520447813713,0.8020752582766184,21:35:57.300345
0.3419233047431396,0.21380711874576983,21:35:57.500742
0.32469733698568576,0.20786893258332634,21:35:57.670608
0.2929443222781326,0.6027587510099406,21:35:57.850691
0.30669465393240036,0.23333333333333334,21:35:58.030719
0.30262177786932865,0.20786893258332634,21:35:58.220835
0.2916496622416307,0.26666666666666666,21:35:58.385394
0.30613028778052365,0.3,21:35:58.550289
0.14093688425881185,0.3720759220056127,21:35:58.719375
0.17669858769440244,0.2720759220056127,21:35:58.890560
0.18867539784560355,0.33333333333333337,21:35:59.060506
0.3542648721774687,0.3,21:35:59.270635
0.28692466083251755,0.24661152125560565,21:35:59.450225
0.1850583025494013,0.8333333333333334,21:35:59.630605
0.3155152641273278,0.14120226591665966,21:35:59.830316
0.30772367608481765,0.13333333333333333,21:36:00.030531
0.33860987717223223,0.13333333333333333,21:36:00.270662
0.32941165395464805,0.33874258867227935,21:36:00.671492
0.2498287084416918,0.8351795046045807,21:36:00.970541
0.24100221874061648,0.23333333333333334,21:36:01.210365
0.29244246451054023,0.16666666666666669,21:36:01.420742
0.2960932840790421,0.2774851773445587,21:36:01.625771
0.26021877979121866,0.5066013009061856,21:36:01.780376
0.21990411504661472,0.5333333333333333,21:36:01.975701
0.2592696041471779,0.704737854124365,21:35:56.390359
0.30789793420051914,0.5754848191396408,21:35:56.990559
0.3037520447813713,0.8020752582766184,21:35:57.300345
0.3419233047431396,0.21380711874576983,21:35:57.500742
0.32469733698568576,0.20786893258332634,21:35:57.670608
0.2929443222781326,0.6027587510099406,21:35:57.850691
0.30669465393240036,0.23333333333333334,21:35:58.030719
0.30262177786932865,0.20786893258332634,21:35:58.220835
0.2916496622416307,0.26666666666666666,21:35:58.385394
0.30613028778052365,0.3,21:35:58.550289
0.14093688425881185,0.3720759220056127,21:35:58.719375
0.17669858769440244,0.2720759220056127,21:35:58.890560
0.18867539784560355,0.33333333333333337,21:35:59.060506
0.3542648721774687,0.3,21:35:59.270635
0.28692466083251755,0.24661152125560565,21:35:59.450225
0.1850583025494013,0.8333333333333334,21:35:59.630605
0.3155152641273278,0.14120226591665966,21:35:59.830316
0.30772367608481765,0.13333333333333333,21:36:00.030531
0.33860987717223223,0.13333333333333333,21:36:00.270662
0.32941165395464805,0.33874258867227935,21:36:00.671492
0.2498287084416918,0.8351795046045807,21:36:00.970541
0.24100221874061648,0.23333333333333334,21:36:01.210365
0.29244246451054023,0.16666666666666669,21:36:01.420742
0.2960932840790421,0.2774851773445587,21:36:01.625771
0.26021877979121866,0.5066013009061856,21:36:01.780376
0.21990411504661472,0.5333333333333333,21:36:01.975701
0.3724815894479683,0.223606797749979,21:36:02.150375
0.2592696041471779,0.704737854124365,21:35:56.390359
0.30789793420051914,0.5754848191396408,21:35:56.990559
0.3037520447813713,0.8020752582766184,21:35:57.300345
0.3419233047431396,0.21380711874576983,21:35:57.500742
0.32469733698568576,0.20786893258332634,21:35:57.670608
0.2929443222781326,0.6027587510099406,21:35:57.850691
0.30669465393240036,0.23333333333333334,21:35:58.030719
0.30262177786932865,0.20786893258332634,21:35:58.220835
0.2916496622416307,0.26666666666666666,21:35:58.385394
0.30613028778052365,0.3,21:35:58.550289
0.14093688425881185,0.3720759220056127,21:35:58.719375
0.17669858769440244,0.2720759220056127,21:35:58.890560
0.18867539784560355,0.33333333333333337,21:35:59.060506
0.3542648721774687,0.3,21:35:59.270635
0.28692466083251755,0.24661152125560565,21:35:59.450225
0.1850583025494013,0.8333333333333334,21:35:59.630605
0.3155152641273278,0.14120226591665966,21:35:59.830316
0.30772367608481765,0.13333333333333333,21:36:00.030531
0.33860987717223223,0.13333333333333333,21:36:00.270662
0.32941165395464805,0.33874258867227935,21:36:00.671492
0.2498287084416918,0.8351795046045807,21:36:00.970541
0.24100221874061648,0.23333333333333334,21:36:01.210365
0.29244246451054023,0.16666666666666669,21:36:01.420742
0.2960932840790421,0.2774851773445587,21:36:01.625771
0.26021877979121866,0.5066013009061856,21:36:01.780376
0.21990411504661472,0.5333333333333333,21:36:01.975701
0.3724815894479683,0.223606797749979,21:36:02.150375
0.23901758415114843,0.2720759220056127,21:36:02.330677
0.2592696041471779,0.704737854124365,21:35:56.390359
0.30789793420051914,0.5754848191396408,21:35:56.990559
0.3037520447813713,0.8020752582766184,21:35:57.300345
0.3419233047431396,0.21380711874576983,21:35:57.500742
0.32469733698568576,0.20786893258332634,21:35:57.670608
0.2929443222781326,0.6027587510099406,21:35:57.850691
0.30669465393240036,0.23333333333333334,21:35:58.030719
0.30262177786932865,0.20786893258332634,21:35:58.220835
0.2916496622416307,0.26666666666666666,21:35:58.385394
0.30613028778052365,0.3,21:35:58.550289
0.14093688425881185,0.3720759220056127,21:35:58.719375
0.17669858769440244,0.2720759220056127,21:35:58.890560
0.18867539784560355,0.33333333333333337,21:35:59.060506
0.3542648721774687,0.3,21:35:59.270635
0.28692466083251755,0.24661152125560565,21:35:59.450225
0.1850583025494013,0.8333333333333334,21:35:59.630605
0.3155152641273278,0.14120226591665966,21:35:59.830316
0.30772367608481765,0.13333333333333333,21:36:00.030531
0.33860987717223223,0.13333333333333333,21:36:00.270662
0.32941165395464805,0.33874258867227935,21:36:00.671492
0.2498287084416918,0.8351795046045807,21:36:00.970541
0.24100221874061648,0.23333333333333334,21:36:01.210365
0.29244246451054023,0.16666666666666669,21:36:01.420742
0.2960932840790421,0.2774851773445587,21:36:01.625771
0.26021877979121866,0.5066013009061856,21:36:01.780376
0.21990411504661472,0.5333333333333333,21:36:01.975701
0.3724815894479683,0.223606797749979,21:36:02.150375
0.23901758415114843,0.2720759220056127,21:36:02.330677
0.2507867420891725,0.23874258867227932,21:36:02.500495
0.2592696041471779,0.704737854124365,21:35:56.390359
0.30789793420051914,0.5754848191396408,21:35:56.990559
0.3037520447813713,0.8020752582766184,21:35:57.300345
0.3419233047431396,0.21380711874576983,21:35:57.500742
0.32469733698568576,0.20786893258332634,21:35:57.670608
0.2929443222781326,0.6027587510099406,21:35:57.850691
0.30669465393240036,0.23333333333333334,21:35:58.030719
0.30262177786932865,0.20786893258332634,21:35:58.220835
0.2916496622416307,0.26666666666666666,21:35:58.385394
0.30613028778052365,0.3,21:35:58.550289
0.14093688425881185,0.3720759220056127,21:35:58.719375
0.17669858769440244,0.2720759220056127,21:35:58.890560
0.18867539784560355,0.33333333333333337,21:35:59.060506
0.3542648721774687,0.3,21:35:59.270635
0.28692466083251755,0.24661152125560565,21:35:59.450225
0.1850583025494013,0.8333333333333334,21:35:59.630605
0.3155152641273278,0.14120226591665966,21:35:59.830316
0.30772367608481765,0.13333333333333333,21:36:00.030531
0.33860987717223223,0.13333333333333333,21:36:00.270662
0.32941165395464805,0.33874258867227935,21:36:00.671492
0.2498287084416918,0.8351795046045807,21:36:00.970541
0.24100221874061648,0.23333333333333334,21:36:01.210365
0.29244246451054023,0.16666666666666669,21:36:01.420742
0.2960932840790421,0.2774851773445587,21:36:01.625771
0.26021877979121866,0.5066013009061856,21:36:01.780376
0.21990411504661472,0.5333333333333333,21:36:01.975701
0.3724815894479683,0.223606797749979,21:36:02.150375
0.23901758415114843,0.2720759220056127,21:36:02.330677
0.2507867420891725,0.23874258867227932,21:36:02.500495
0.21728871286468038,0.305409255338946,21:36:02.685539
0.2592696041471779,0.704737854124365,21:35:56.390359
0.30789793420051914,0.5754848191396408,21:35:56.990559
0.3037520447813713,0.8020752582766184,21:35:57.300345
0.3419233047431396,0.21380711874576983,21:35:57.500742
0.32469733698568576,0.20786893258332634,21:35:57.670608
0.2929443222781326,0.6027587510099406,21:35:57.850691
0.30669465393240036,0.23333333333333334,21:35:58.030719
0.30262177786932865,0.20786893258332634,21:35:58.220835
0.2916496622416307,0.26666666666666666,21:35:58.385394
0.30613028778052365,0.3,21:35:58.550289
0.14093688425881185,0.3720759220056127,21:35:58.719375
0.17669858769440244,0.2720759220056127,21:35:58.890560
0.18867539784560355,0.33333333333333337,21:35:59.060506
0.3542648721774687,0.3,21:35:59.270635
0.28692466083251755,0.24661152125560565,21:35:59.450225
0.1850583025494013,0.8333333333333334,21:35:59.630605
0.3155152641273278,0.14120226591665966,21:35:59.830316
0.30772367608481765,0.13333333333333333,21:36:00.030531
0.33860987717223223,0.13333333333333333,21:36:00.270662
0.32941165395464805,0.33874258867227935,21:36:00.671492
0.2498287084416918,0.8351795046045807,21:36:00.970541
0.24100221874061648,0.23333333333333334,21:36:01.210365
0.29244246451054023,0.16666666666666669,21:36:01.420742
0.2960932840790421,0.2774851773445587,21:36:01.625771
0.26021877979121866,0.5066013009061856,21:36:01.780376
0.21990411504661472,0.5333333333333333,21:36:01.975701
0.3724815894479683,0.223606797749979,21:36:02.150375
0.23901758415114843,0.2720759220056127,21:36:02.330677
0.2507867420891725,0.23874258867227932,21:36:02.500495
0.21728871286468038,0.305409255338946,21:36:02.685539
0.19415498766409,0.24661152125560565,21:36:02.840672
0.2592696041471779,0.704737854124365,21:35:56.390359
0.30789793420051914,0.5754848191396408,21:35:56.990559
0.3037520447813713,0.8020752582766184,21:35:57.300345
0.3419233047431396,0.21380711874576983,21:35:57.500742
0.32469733698568576,0.20786893258332634,21:35:57.670608
0.2929443222781326,0.6027587510099406,21:35:57.850691
0.30669465393240036,0.23333333333333334,21:35:58.030719
0.30262177786932865,0.20786893258332634,21:35:58.220835
0.2916496622416307,0.26666666666666666,21:35:58.385394
0.30613028778052365,0.3,21:35:58.550289
0.14093688425881185,0.3720759220056127,21:35:58.719375
0.17669858769440244,0.2720759220056127,21:35:58.890560
0.18867539784560355,0.33333333333333337,21:35:59.060506
0.3542648721774687,0.3,21:35:59.270635
0.28692466083251755,0.24661152125560565,21:35:59.450225
0.1850583025494013,0.8333333333333334,21:35:59.630605
0.3155152641273278,0.14120226591665966,21:35:59.830316
0.30772367608481765,0.13333333333333333,21:36:00.030531
0.33860987717223223,0.13333333333333333,21:36:00.270662
0.32941165395464805,0.33874258867227935,21:36:00.671492
0.2498287084416918,0.8351795046045807,21:36:00.970541
0.24100221874061648,0.23333333333333334,21:36:01.210365
0.29244246451054023,0.16666666666666669,21:36:01.420742
0.2960932840790421,0.2774851773445587,21:36:01.625771
0.26021877979121866,0.5066013009061856,21:36:01.780376
0.21990411504661472,0.5333333333333333,21:36:01.975701
0.3724815894479683,0.223606797749979,21:36:02.150375
0.23901758415114843,0.2720759220056127,21:36:02.330677
0.2507867420891725,0.23874258867227932,21:36:02.500495
0.21728871286468038,0.305409255338946,21:36:02.685539
0.19415498766409,0.24661152125560565,21:36:02.840672
